accession,hmm_model,score,used_for_classification
PNJ23122.1,H2A.W,207.1,False
PNJ23123.1,H2A.W,207.1,False
TEA28828.1,H2A.W,207.1,False
VFV39372.1,H2A.W,207.1,False
TKC41467.1,H2A.W,207.1,False
BAD84177.1,H2A.W,206.9,False
AAW25534.1,H2A.W,191.0,False
CAX70613.1,H2A.W,191.0,False
CAX75537.1,H2A.W,191.0,False
CAX75538.1,H2A.W,191.0,False
CAX75539.1,H2A.W,191.0,False
CAX75540.1,H2A.W,191.0,False
TNN09668.1,H2A.W,191.0,False
BAD92238.1,H2A.W,144.9,False
AAW25937.1,H2A.W,142.2,False
CAX71527.1,H2A.W,142.2,False
CAX71528.1,H2A.W,142.2,False
CAX77350.1,H2A.W,142.2,False
CAX77351.1,H2A.W,142.2,False
CAX77352.1,H2A.W,142.2,False
CAX77353.1,H2A.W,142.2,False
CAX77354.1,H2A.W,142.2,False
CAX77355.1,H2A.W,142.2,False
CAX77356.1,H2A.W,142.2,False
CAX77357.1,H2A.W,142.2,False
CAX77358.1,H2A.W,142.2,False
CAX77359.1,H2A.W,142.2,False
CAX77360.1,H2A.W,142.2,False
CAX77361.1,H2A.W,142.2,False
CAX77362.1,H2A.W,142.2,False
CAX77363.1,H2A.W,142.2,False
RTG82757.1,H2A.W,142.2,False
TNN15011.1,H2A.W,142.2,False
AAH88824.1,H2A.W,120.9,False
NP_001180795.1,H2A.X,232.6,False
XP_543796.1,H2A.X,232.6,False
XP_002712698.1,H2A.X,232.6,False
XP_002928420.1,H2A.X,232.6,False
XP_003934600.1,H2A.X,232.6,False
XP_003988491.1,H2A.X,232.6,False
XP_004281168.1,H2A.X,232.6,False
XP_004435458.1,H2A.X,232.6,False
XP_004592638.1,H2A.X,232.6,False
XP_004693312.1,H2A.X,232.6,False
XP_006192174.1,H2A.X,232.6,False
XP_006199949.1,H2A.X,232.6,False
XP_006170024.1,H2A.X,232.6,False
XP_006733828.1,H2A.X,232.6,False
XP_006912706.1,H2A.X,232.6,False
XP_007082827.1,H2A.X,232.6,False
XP_007107818.1,H2A.X,232.6,False
XP_007454691.1,H2A.X,232.6,False
XP_007533204.1,H2A.X,232.6,False
XP_007965932.1,H2A.X,232.6,False
XP_008069396.1,H2A.X,232.6,False
XP_008138659.1,H2A.X,232.6,False
XP_008539759.1,H2A.X,232.6,False
XP_008580591.1,H2A.X,232.6,False
XP_008705249.1,H2A.X,232.6,False
XP_009245778.1,H2A.X,232.6,False
XP_010944766.1,H2A.X,232.6,False
XP_010987177.1,H2A.X,232.6,False
XP_011374282.1,H2A.X,232.6,False
XP_011913874.1,H2A.X,232.6,False
XP_012303096.1,H2A.X,232.6,False
XP_012609187.1,H2A.X,232.6,False
XP_012913328.1,H2A.X,232.6,False
XP_014689738.1,H2A.X,232.6,False
XP_014917217.1,H2A.X,232.6,False
XP_015996029.1,H2A.X,232.6,False
XP_017383891.1,H2A.X,232.6,False
XP_017500149.1,H2A.X,232.6,False
XP_017729003.1,H2A.X,232.6,False
XP_019307598.1,H2A.X,232.6,False
XP_019498824.1,H2A.X,232.6,False
XP_019792833.1,H2A.X,232.6,False
XP_021546194.1,H2A.X,232.6,False
XP_022350795.1,H2A.X,232.6,False
XP_022433359.1,H2A.X,232.6,False
XP_014596204.2,H2A.X,232.6,False
XP_024431342.1,H2A.X,232.6,False
XP_024589232.1,H2A.X,232.6,False
XP_025310955.1,H2A.X,232.6,False
XP_025735441.1,H2A.X,232.6,False
XP_025786497.1,H2A.X,232.6,False
XP_025850967.1,H2A.X,232.6,False
XP_026358153.1,H2A.X,232.6,False
XP_026985338.1,H2A.X,232.6,False
XP_027449989.1,H2A.X,232.6,False
XP_027975503.1,H2A.X,232.6,False
XP_028388452.1,H2A.X,232.6,False
XP_029062516.1,H2A.X,232.6,False
XP_029810854.1,H2A.X,232.6,False
XP_030177945.1,H2A.X,232.6,False
XP_030660806.1,H2A.X,232.6,False
XP_030697157.1,H2A.X,232.6,False
Q4R3X5.1,H2A.X,232.6,False
BAE02191.1,H2A.X,232.6,False
ELK11962.1,H2A.X,232.6,False
ELV10127.1,H2A.X,232.6,False
EQB78961.1,H2A.X,232.6,False
PNJ23122.1,H2A.X,232.6,False
PNJ23123.1,H2A.X,232.6,False
TEA28828.1,H2A.X,232.6,False
VFV39372.1,H2A.X,232.6,False
TKC41467.1,H2A.X,232.6,False
AAW25534.1,H2A.X,219.5,True
CAX70613.1,H2A.X,219.5,True
CAX75537.1,H2A.X,219.5,True
CAX75538.1,H2A.X,219.5,True
CAX75539.1,H2A.X,219.5,True
CAX75540.1,H2A.X,219.5,True
TNN09668.1,H2A.X,219.5,True
BAD84177.1,H2A.X,201.6,False
BAD92238.1,H2A.X,153.0,False
AAW25937.1,H2A.X,151.1,False
CAX71527.1,H2A.X,151.1,False
CAX71528.1,H2A.X,151.1,False
CAX77350.1,H2A.X,151.1,False
CAX77351.1,H2A.X,151.1,False
CAX77352.1,H2A.X,151.1,False
CAX77353.1,H2A.X,151.1,False
CAX77354.1,H2A.X,151.1,False
CAX77355.1,H2A.X,151.1,False
CAX77356.1,H2A.X,151.1,False
CAX77357.1,H2A.X,151.1,False
CAX77358.1,H2A.X,151.1,False
CAX77359.1,H2A.X,151.1,False
CAX77360.1,H2A.X,151.1,False
CAX77361.1,H2A.X,151.1,False
CAX77362.1,H2A.X,151.1,False
CAX77363.1,H2A.X,151.1,False
RTG82757.1,H2A.X,151.1,False
TNN15011.1,H2A.X,151.1,False
AAH88824.1,H2A.X,125.4,False
AAW24973.1,H2A.X,11.4,False
CAX70454.1,H2A.X,11.4,False
CAX70455.1,H2A.X,11.4,False
CAX75215.1,H2A.X,11.4,False
CAX75216.1,H2A.X,11.4,False
CAX75217.1,H2A.X,11.4,False
NP_001180795.1,H2A.B,100.4,False
XP_543796.1,H2A.B,100.4,False
XP_002712698.1,H2A.B,100.4,False
XP_002928420.1,H2A.B,100.4,False
XP_003934600.1,H2A.B,100.4,False
XP_003988491.1,H2A.B,100.4,False
XP_004281168.1,H2A.B,100.4,False
XP_004435458.1,H2A.B,100.4,False
XP_004592638.1,H2A.B,100.4,False
XP_004693312.1,H2A.B,100.4,False
XP_006192174.1,H2A.B,100.4,False
XP_006199949.1,H2A.B,100.4,False
XP_006170024.1,H2A.B,100.4,False
XP_006733828.1,H2A.B,100.4,False
XP_006912706.1,H2A.B,100.4,False
XP_007082827.1,H2A.B,100.4,False
XP_007107818.1,H2A.B,100.4,False
XP_007454691.1,H2A.B,100.4,False
XP_007533204.1,H2A.B,100.4,False
XP_007965932.1,H2A.B,100.4,False
XP_008069396.1,H2A.B,100.4,False
XP_008138659.1,H2A.B,100.4,False
XP_008539759.1,H2A.B,100.4,False
XP_008580591.1,H2A.B,100.4,False
XP_008705249.1,H2A.B,100.4,False
XP_009245778.1,H2A.B,100.4,False
XP_010944766.1,H2A.B,100.4,False
XP_010987177.1,H2A.B,100.4,False
XP_011374282.1,H2A.B,100.4,False
XP_011913874.1,H2A.B,100.4,False
XP_012303096.1,H2A.B,100.4,False
XP_012609187.1,H2A.B,100.4,False
XP_012913328.1,H2A.B,100.4,False
XP_014689738.1,H2A.B,100.4,False
XP_014917217.1,H2A.B,100.4,False
XP_015996029.1,H2A.B,100.4,False
XP_017383891.1,H2A.B,100.4,False
XP_017500149.1,H2A.B,100.4,False
XP_017729003.1,H2A.B,100.4,False
XP_019307598.1,H2A.B,100.4,False
XP_019498824.1,H2A.B,100.4,False
XP_019792833.1,H2A.B,100.4,False
XP_021546194.1,H2A.B,100.4,False
XP_022350795.1,H2A.B,100.4,False
XP_022433359.1,H2A.B,100.4,False
XP_014596204.2,H2A.B,100.4,False
XP_024431342.1,H2A.B,100.4,False
XP_024589232.1,H2A.B,100.4,False
XP_025310955.1,H2A.B,100.4,False
XP_025735441.1,H2A.B,100.4,False
XP_025786497.1,H2A.B,100.4,False
XP_025850967.1,H2A.B,100.4,False
XP_026358153.1,H2A.B,100.4,False
XP_026985338.1,H2A.B,100.4,False
XP_027449989.1,H2A.B,100.4,False
XP_027975503.1,H2A.B,100.4,False
XP_028388452.1,H2A.B,100.4,False
XP_029062516.1,H2A.B,100.4,False
XP_029810854.1,H2A.B,100.4,False
XP_030177945.1,H2A.B,100.4,False
XP_030660806.1,H2A.B,100.4,False
XP_030697157.1,H2A.B,100.4,False
Q4R3X5.1,H2A.B,100.4,False
BAE02191.1,H2A.B,100.4,False
ELK11962.1,H2A.B,100.4,False
ELV10127.1,H2A.B,100.4,False
EQB78961.1,H2A.B,100.4,False
PNJ23122.1,H2A.B,100.4,False
PNJ23123.1,H2A.B,100.4,False
TEA28828.1,H2A.B,100.4,False
VFV39372.1,H2A.B,100.4,False
TKC41467.1,H2A.B,100.4,False
AAW25534.1,H2A.B,89.4,False
CAX70613.1,H2A.B,89.4,False
CAX75537.1,H2A.B,89.4,False
CAX75538.1,H2A.B,89.4,False
CAX75539.1,H2A.B,89.4,False
CAX75540.1,H2A.B,89.4,False
TNN09668.1,H2A.B,89.4,False
BAD84177.1,H2A.B,83.5,False
AAW25937.1,H2A.B,68.0,False
CAX71527.1,H2A.B,68.0,False
CAX71528.1,H2A.B,68.0,False
CAX77350.1,H2A.B,68.0,False
CAX77351.1,H2A.B,68.0,False
CAX77352.1,H2A.B,68.0,False
CAX77353.1,H2A.B,68.0,False
CAX77354.1,H2A.B,68.0,False
CAX77355.1,H2A.B,68.0,False
CAX77356.1,H2A.B,68.0,False
CAX77357.1,H2A.B,68.0,False
CAX77358.1,H2A.B,68.0,False
CAX77359.1,H2A.B,68.0,False
CAX77360.1,H2A.B,68.0,False
CAX77361.1,H2A.B,68.0,False
CAX77362.1,H2A.B,68.0,False
CAX77363.1,H2A.B,68.0,False
RTG82757.1,H2A.B,68.0,False
TNN15011.1,H2A.B,68.0,False
BAD92238.1,H2A.B,67.3,False
AAH88824.1,H2A.B,61.4,False
NP_001180795.1,H2A.L,121.6,False
XP_543796.1,H2A.L,121.6,False
XP_002712698.1,H2A.L,121.6,False
XP_002928420.1,H2A.L,121.6,False
XP_003934600.1,H2A.L,121.6,False
XP_003988491.1,H2A.L,121.6,False
XP_004281168.1,H2A.L,121.6,False
XP_004435458.1,H2A.L,121.6,False
XP_004592638.1,H2A.L,121.6,False
XP_004693312.1,H2A.L,121.6,False
XP_006192174.1,H2A.L,121.6,False
XP_006199949.1,H2A.L,121.6,False
XP_006170024.1,H2A.L,121.6,False
XP_006733828.1,H2A.L,121.6,False
XP_006912706.1,H2A.L,121.6,False
XP_007082827.1,H2A.L,121.6,False
XP_007107818.1,H2A.L,121.6,False
XP_007454691.1,H2A.L,121.6,False
XP_007533204.1,H2A.L,121.6,False
XP_007965932.1,H2A.L,121.6,False
XP_008069396.1,H2A.L,121.6,False
XP_008138659.1,H2A.L,121.6,False
XP_008539759.1,H2A.L,121.6,False
XP_008580591.1,H2A.L,121.6,False
XP_008705249.1,H2A.L,121.6,False
XP_009245778.1,H2A.L,121.6,False
XP_010944766.1,H2A.L,121.6,False
XP_010987177.1,H2A.L,121.6,False
XP_011374282.1,H2A.L,121.6,False
XP_011913874.1,H2A.L,121.6,False
XP_012303096.1,H2A.L,121.6,False
XP_012609187.1,H2A.L,121.6,False
XP_012913328.1,H2A.L,121.6,False
XP_014689738.1,H2A.L,121.6,False
XP_014917217.1,H2A.L,121.6,False
XP_015996029.1,H2A.L,121.6,False
XP_017383891.1,H2A.L,121.6,False
XP_017500149.1,H2A.L,121.6,False
XP_017729003.1,H2A.L,121.6,False
XP_019307598.1,H2A.L,121.6,False
XP_019498824.1,H2A.L,121.6,False
XP_019792833.1,H2A.L,121.6,False
XP_021546194.1,H2A.L,121.6,False
XP_022350795.1,H2A.L,121.6,False
XP_022433359.1,H2A.L,121.6,False
XP_014596204.2,H2A.L,121.6,False
XP_024431342.1,H2A.L,121.6,False
XP_024589232.1,H2A.L,121.6,False
XP_025310955.1,H2A.L,121.6,False
XP_025735441.1,H2A.L,121.6,False
XP_025786497.1,H2A.L,121.6,False
XP_025850967.1,H2A.L,121.6,False
XP_026358153.1,H2A.L,121.6,False
XP_026985338.1,H2A.L,121.6,False
XP_027449989.1,H2A.L,121.6,False
XP_027975503.1,H2A.L,121.6,False
XP_028388452.1,H2A.L,121.6,False
XP_029062516.1,H2A.L,121.6,False
XP_029810854.1,H2A.L,121.6,False
XP_030177945.1,H2A.L,121.6,False
XP_030660806.1,H2A.L,121.6,False
XP_030697157.1,H2A.L,121.6,False
Q4R3X5.1,H2A.L,121.6,False
BAE02191.1,H2A.L,121.6,False
ELK11962.1,H2A.L,121.6,False
ELV10127.1,H2A.L,121.6,False
EQB78961.1,H2A.L,121.6,False
PNJ23122.1,H2A.L,121.6,False
PNJ23123.1,H2A.L,121.6,False
TEA28828.1,H2A.L,121.6,False
VFV39372.1,H2A.L,121.6,False
TKC41467.1,H2A.L,121.6,False
AAW25534.1,H2A.L,108.6,False
CAX70613.1,H2A.L,108.6,False
CAX75537.1,H2A.L,108.6,False
CAX75538.1,H2A.L,108.6,False
CAX75539.1,H2A.L,108.6,False
CAX75540.1,H2A.L,108.6,False
TNN09668.1,H2A.L,108.6,False
BAD84177.1,H2A.L,106.7,False
BAD92238.1,H2A.L,92.9,False
AAW25937.1,H2A.L,91.8,False
CAX71527.1,H2A.L,91.8,False
CAX71528.1,H2A.L,91.8,False
CAX77350.1,H2A.L,91.8,False
CAX77351.1,H2A.L,91.8,False
CAX77352.1,H2A.L,91.8,False
CAX77353.1,H2A.L,91.8,False
CAX77354.1,H2A.L,91.8,False
CAX77355.1,H2A.L,91.8,False
CAX77356.1,H2A.L,91.8,False
CAX77357.1,H2A.L,91.8,False
CAX77358.1,H2A.L,91.8,False
CAX77359.1,H2A.L,91.8,False
CAX77360.1,H2A.L,91.8,False
CAX77361.1,H2A.L,91.8,False
CAX77362.1,H2A.L,91.8,False
CAX77363.1,H2A.L,91.8,False
RTG82757.1,H2A.L,91.8,False
TNN15011.1,H2A.L,91.8,False
AAH88824.1,H2A.L,86.3,False
XP_002402621.1,canonical_H2B,217.3,True
AAY66901.1,canonical_H2B,217.3,True
EEC09556.1,canonical_H2B,217.3,True
XP_002402621.1,subH2B,113.5,False
AAY66901.1,subH2B,113.5,False
EEC09556.1,subH2B,113.5,False
XP_002402621.1,H2B.W,145.0,False
AAY66901.1,H2B.W,145.0,False
EEC09556.1,H2B.W,145.0,False
XP_002402621.1,sperm_H2B,205.9,False
AAY66901.1,sperm_H2B,205.9,False
EEC09556.1,sperm_H2B,205.9,False
XP_002402621.1,H2B.Z,178.4,False
AAY66901.1,H2B.Z,178.4,False
EEC09556.1,H2B.Z,178.4,False
AAY44841.1,H1.0,79.3,False
NP_001018582.1,H1.0,70.8,False
AAH95255.1,H1.0,70.8,False
NP_001018582.1,H1.10,50.2,False
AAH95255.1,H1.10,50.2,False
AAY44841.1,H1.10,-3.0,False
AAY44841.1,H1.10,32.8,False
AAH96170.1,TS_H1.6,206.4,True
NP_001018582.1,TS_H1.6,167.6,False
AAH95255.1,TS_H1.6,167.6,False
AAY44841.1,TS_H1.6,0.5,False
AAY44841.1,TS_H1.6,25.4,False
AAH96170.1,generic_H1,200.3,False
NP_001020387.1,generic_H1,194.8,True
AAY56388.1,generic_H1,194.8,True
NP_001018582.1,generic_H1,117.9,True
AAH95255.1,generic_H1,117.9,True
AAY44841.1,generic_H1,87.2,True
NP_898894.2,generic_H1,83.8,True
AAH97052.1,generic_H1,83.8,True
NP_001020387.1,TS_H1.7,23.1,False
AAY56388.1,TS_H1.7,23.1,False
AAH96170.1,TS_H1.7,19.2,False
NP_001018582.1,scH1,20.0,False
NP_001018582.1,scH1,-10.3,False
AAH95255.1,scH1,20.0,False
AAH95255.1,scH1,-10.3,False
AAY44841.1,scH1,19.0,False
NP_898894.2,scH1,16.4,False
NP_898894.2,scH1,-16.5,False
NP_898894.2,scH1,-5.0,False
AAH97052.1,scH1,16.4,False
AAH97052.1,scH1,-16.5,False
AAH97052.1,scH1,-5.0,False
NP_001020387.1,TS_H1.9,64.5,False
NP_001020387.1,TS_H1.9,-7.9,False
AAY56388.1,TS_H1.9,64.5,False
AAY56388.1,TS_H1.9,-7.9,False
NP_001018582.1,TS_H1.9,63.6,False
NP_001018582.1,TS_H1.9,-7.5,False
AAH95255.1,TS_H1.9,63.6,False
AAH95255.1,TS_H1.9,-7.5,False
AAH96170.1,TS_H1.9,51.9,False
XP_952101.1,H2A.Z,231.6,True
CAI74369.1,H2A.Z,231.6,True
XP_011775133.1,H2A.Z,204.7,True
AAX80306.1,H2A.Z,204.7,True
AAZ12700.1,H2A.Z,204.7,True
CBH12854.1,H2A.Z,204.7,True
SCU64652.1,H2A.Z,204.7,True
RHW71403.1,H2A.Z,204.7,True
XP_952101.1,H2A.1,138.7,False
CAI74369.1,H2A.1,138.7,False
XP_011775133.1,H2A.1,119.4,False
AAX80306.1,H2A.1,119.4,False
AAZ12700.1,H2A.1,119.4,False
CBH12854.1,H2A.1,119.4,False
SCU64652.1,H2A.1,119.4,False
RHW71403.1,H2A.1,119.4,False
XP_952101.1,canonical_H2A,160.2,False
CAI74369.1,canonical_H2A,160.2,False
XP_011775133.1,canonical_H2A,139.7,False
AAX80306.1,canonical_H2A,139.7,False
AAZ12700.1,canonical_H2A,139.7,False
CBH12854.1,canonical_H2A,139.7,False
SCU64652.1,canonical_H2A,139.7,False
RHW71403.1,canonical_H2A,139.7,False
AAH95406.1,macroH2A,689.3,True
ABZ92484.1,macroH2A,689.3,True
XP_009305372.1,macroH2A,650.8,True
AAH97115.1,macroH2A,650.8,True
ADD84748.1,macroH2A,650.8,True
XP_952101.1,macroH2A,134.6,False
CAI74369.1,macroH2A,134.6,False
XP_011775133.1,macroH2A,111.5,False
AAX80306.1,macroH2A,111.5,False
AAZ12700.1,macroH2A,111.5,False
CBH12854.1,macroH2A,111.5,False
SCU64652.1,macroH2A,111.5,False
RHW71403.1,macroH2A,111.5,False
AAH95406.1,H2A.W,179.8,False
AAH95406.1,H2A.W,-1.9,False
ABZ92484.1,H2A.W,179.8,False
ABZ92484.1,H2A.W,-1.9,False
XP_009305372.1,H2A.W,169.2,False
AAH97115.1,H2A.W,169.2,False
ADD84748.1,H2A.W,169.2,False
XP_952101.1,H2A.W,130.9,False
CAI74369.1,H2A.W,130.9,False
XP_011775133.1,H2A.W,115.4,False
AAX80306.1,H2A.W,115.4,False
AAZ12700.1,H2A.W,115.4,False
CBH12854.1,H2A.W,115.4,False
SCU64652.1,H2A.W,115.4,False
RHW71403.1,H2A.W,115.4,False
AAH95406.1,H2A.X,177.8,False
AAH95406.1,H2A.X,-4.2,False
ABZ92484.1,H2A.X,177.8,False
ABZ92484.1,H2A.X,-4.2,False
XP_009305372.1,H2A.X,176.6,False
AAH97115.1,H2A.X,176.6,False
ADD84748.1,H2A.X,176.6,False
XP_952101.1,H2A.X,147.2,False
CAI74369.1,H2A.X,147.2,False
XP_011775133.1,H2A.X,125.3,False
AAX80306.1,H2A.X,125.3,False
AAZ12700.1,H2A.X,125.3,False
CBH12854.1,H2A.X,125.3,False
SCU64652.1,H2A.X,125.3,False
RHW71403.1,H2A.X,125.3,False
XP_002402621.1,H2A.X,13.1,False
AAY66901.1,H2A.X,13.1,False
EEC09556.1,H2A.X,13.1,False
XP_009305372.1,H2A.B,82.5,False
AAH97115.1,H2A.B,82.5,False
ADD84748.1,H2A.B,82.5,False
AAH95406.1,H2A.B,75.1,False
AAH95406.1,H2A.B,2.5,False
ABZ92484.1,H2A.B,75.1,False
ABZ92484.1,H2A.B,2.5,False
XP_952101.1,H2A.B,68.7,False
CAI74369.1,H2A.B,68.7,False
XP_011775133.1,H2A.B,61.3,False
AAX80306.1,H2A.B,61.3,False
AAZ12700.1,H2A.B,61.3,False
CBH12854.1,H2A.B,61.3,False
SCU64652.1,H2A.B,61.3,False
RHW71403.1,H2A.B,61.3,False
XP_009305372.1,H2A.L,96.4,False
AAH97115.1,H2A.L,96.4,False
ADD84748.1,H2A.L,96.4,False
AAH95406.1,H2A.L,87.9,False
AAH95406.1,H2A.L,-4.0,False
AAH95406.1,H2A.L,-1.0,False
ABZ92484.1,H2A.L,87.9,False
ABZ92484.1,H2A.L,-4.0,False
ABZ92484.1,H2A.L,-1.0,False
XP_952101.1,H2A.L,85.5,False
CAI74369.1,H2A.L,85.5,False
XP_011775133.1,H2A.L,72.0,False
AAX80306.1,H2A.L,72.0,False
AAZ12700.1,H2A.L,72.0,False
CBH12854.1,H2A.L,72.0,False
SCU64652.1,H2A.L,72.0,False
RHW71403.1,H2A.L,72.0,False
NP_001020342.1,canonical_H3,284.6,True
AAH97059.1,canonical_H3,284.6,True
NP_001020342.1,H3.Y,233.8,False
AAH97059.1,H3.Y,233.8,False
NP_001020342.1,cenH3,198.7,False
AAH97059.1,cenH3,198.7,False
NP_001020342.1,TS_H3.4,295.9,False
AAH97059.1,TS_H3.4,295.9,False
NP_001020342.1,H3.5,289.3,False
AAH97059.1,H3.5,289.3,False
NP_001020342.1,H3.3,290.9,False
AAH97059.1,H3.3,290.9,False
XP_001464686.1,H2A.Z,193.6,True
XP_001682282.1,H2A.Z,193.6,True
XP_003859887.1,H2A.Z,193.6,True
CAJ03473.1,H2A.Z,193.6,True
CAM59714.1,H2A.Z,193.6,True
CBZ33180.1,H2A.Z,193.6,True
SUZ40796.1,H2A.Z,193.6,True
AYU77792.1,H2A.Z,193.6,True
VDZ43700.1,H2A.Z,193.6,True
XP_001464686.1,H2A.1,0.5,False
XP_001464686.1,H2A.1,121.0,False
XP_001682282.1,H2A.1,0.5,False
XP_001682282.1,H2A.1,121.0,False
XP_003859887.1,H2A.1,0.5,False
XP_003859887.1,H2A.1,121.0,False
CAJ03473.1,H2A.1,0.5,False
CAJ03473.1,H2A.1,121.0,False
CAM59714.1,H2A.1,0.5,False
CAM59714.1,H2A.1,121.0,False
CBZ33180.1,H2A.1,0.5,False
CBZ33180.1,H2A.1,121.0,False
SUZ40796.1,H2A.1,0.5,False
SUZ40796.1,H2A.1,121.0,False
AYU77792.1,H2A.1,0.5,False
AYU77792.1,H2A.1,121.0,False
VDZ43700.1,H2A.1,0.5,False
VDZ43700.1,H2A.1,121.0,False
XP_001464686.1,canonical_H2A,142.3,False
XP_001682282.1,canonical_H2A,142.3,False
XP_003859887.1,canonical_H2A,142.3,False
CAJ03473.1,canonical_H2A,142.3,False
CAM59714.1,canonical_H2A,142.3,False
CBZ33180.1,canonical_H2A,142.3,False
SUZ40796.1,canonical_H2A,142.3,False
AYU77792.1,canonical_H2A,142.3,False
VDZ43700.1,canonical_H2A,142.3,False
1ZR3_A,macroH2A,378.0,True
1ZR3_B,macroH2A,378.0,True
1ZR3_C,macroH2A,378.0,True
1ZR3_D,macroH2A,378.0,True
2FXK_A,macroH2A,378.0,True
2FXK_B,macroH2A,378.0,True
3IID_A,macroH2A,378.0,True
3IIF_A,macroH2A,378.0,True
3IIF_B,macroH2A,378.0,True
3IIF_C,macroH2A,378.0,True
XP_001464686.1,macroH2A,114.9,False
XP_001682282.1,macroH2A,114.9,False
XP_003859887.1,macroH2A,114.9,False
CAJ03473.1,macroH2A,114.9,False
CAM59714.1,macroH2A,114.9,False
CBZ33180.1,macroH2A,114.9,False
SUZ40796.1,macroH2A,114.9,False
AYU77792.1,macroH2A,114.9,False
VDZ43700.1,macroH2A,114.9,False
XP_001464686.1,H2A.W,118.8,False
XP_001682282.1,H2A.W,118.8,False
XP_003859887.1,H2A.W,118.8,False
CAJ03473.1,H2A.W,118.8,False
CAM59714.1,H2A.W,118.8,False
CBZ33180.1,H2A.W,118.8,False
SUZ40796.1,H2A.W,118.8,False
AYU77792.1,H2A.W,118.8,False
VDZ43700.1,H2A.W,118.8,False
XP_001464686.1,H2A.X,129.0,False
XP_001682282.1,H2A.X,129.0,False
XP_003859887.1,H2A.X,129.0,False
CAJ03473.1,H2A.X,129.0,False
CAM59714.1,H2A.X,129.0,False
CBZ33180.1,H2A.X,129.0,False
SUZ40796.1,H2A.X,129.0,False
AYU77792.1,H2A.X,129.0,False
VDZ43700.1,H2A.X,129.0,False
XP_001464686.1,H2A.B,63.6,False
XP_001682282.1,H2A.B,63.6,False
XP_003859887.1,H2A.B,63.6,False
CAJ03473.1,H2A.B,63.6,False
CAM59714.1,H2A.B,63.6,False
CBZ33180.1,H2A.B,63.6,False
SUZ40796.1,H2A.B,63.6,False
AYU77792.1,H2A.B,63.6,False
VDZ43700.1,H2A.B,63.6,False
XP_001464686.1,H2A.L,75.7,False
XP_001682282.1,H2A.L,75.7,False
XP_003859887.1,H2A.L,75.7,False
CAJ03473.1,H2A.L,75.7,False
CAM59714.1,H2A.L,75.7,False
CBZ33180.1,H2A.L,75.7,False
SUZ40796.1,H2A.L,75.7,False
AYU77792.1,H2A.L,75.7,False
VDZ43700.1,H2A.L,75.7,False
1ZLA_D,canonical_H2B,237.2,True
1ZLA_H,canonical_H2B,237.2,True
1ZLA_D,subH2B,114.6,False
1ZLA_H,subH2B,114.6,False
1ZLA_D,H2B.W,150.5,False
1ZLA_H,H2B.W,150.5,False
1ZLA_D,sperm_H2B,205.6,False
1ZLA_H,sperm_H2B,205.6,False
1ZLA_D,H2B.Z,171.4,False
1ZLA_H,H2B.Z,171.4,False
WP_149785953.1,H2A.Z,158.0,False
XP_001506301.1,H2A.Z,158.0,False
XP_001505593.1,H2A.Z,158.0,False
XP_001509611.1,H2A.Z,158.0,False
XP_001513027.1,H2A.Z,158.0,False
XP_001515432.1,H2A.Z,158.0,False
XP_003468842.1,H2A.Z,158.0,False
XP_004640174.1,H2A.Z,158.0,False
XP_004847605.1,H2A.Z,158.0,False
XP_005403360.1,H2A.Z,158.0,False
XP_005403361.1,H2A.Z,158.0,False
XP_005863130.1,H2A.Z,158.0,False
XP_005869065.1,H2A.Z,158.0,False
XP_006105759.1,H2A.Z,158.0,False
XP_006923518.1,H2A.Z,158.0,False
XP_010621020.1,H2A.Z,158.0,False
XP_010621300.1,H2A.Z,158.0,False
XP_010621301.1,H2A.Z,158.0,False
XP_011364631.1,H2A.Z,158.0,False
XP_015987837.1,H2A.Z,158.0,False
XP_015987926.1,H2A.Z,158.0,False
XP_016071764.1,H2A.Z,158.0,False
XP_019486816.1,H2A.Z,158.0,False
XP_019486817.1,H2A.Z,158.0,False
XP_023555792.1,H2A.Z,158.0,False
XP_028359141.1,H2A.Z,158.0,False
XP_028911006.1,H2A.Z,158.0,False
XP_028911007.1,H2A.Z,158.0,False
XP_001517430.3,H2A.Z,158.0,False
P02262.2,H2A.Z,158.0,False
EHB11509.1,H2A.Z,158.0,False
ELK02669.1,H2A.Z,158.0,False
EPQ09447.1,H2A.Z,158.0,False
KFO33711.1,H2A.Z,158.0,False
KFO33874.1,H2A.Z,158.0,False
KAA1302530.1,H2A.Z,158.0,False
WP_149785953.1,H2A.1,275.8,True
XP_001506301.1,H2A.1,275.8,True
XP_001505593.1,H2A.1,275.8,True
XP_001509611.1,H2A.1,275.8,True
XP_001513027.1,H2A.1,275.8,True
XP_001515432.1,H2A.1,275.8,True
XP_003468842.1,H2A.1,275.8,True
XP_004640174.1,H2A.1,275.8,True
XP_004847605.1,H2A.1,275.8,True
XP_005403360.1,H2A.1,275.8,True
XP_005403361.1,H2A.1,275.8,True
XP_005863130.1,H2A.1,275.8,True
XP_005869065.1,H2A.1,275.8,True
XP_006105759.1,H2A.1,275.8,True
XP_006923518.1,H2A.1,275.8,True
XP_010621020.1,H2A.1,275.8,True
XP_010621300.1,H2A.1,275.8,True
XP_010621301.1,H2A.1,275.8,True
XP_011364631.1,H2A.1,275.8,True
XP_015987837.1,H2A.1,275.8,True
XP_015987926.1,H2A.1,275.8,True
XP_016071764.1,H2A.1,275.8,True
